Price,Bedrooms,Bathrooms,Sqft,Address,ZIP Code
355000.0,2.0,2.0,1087.0,"1910 SW 18th Ave Apt 16, Portland, OR 97201",97201.0
875000.0,5.0,1.0,2915.0,"2120 SE Ladd Ave, Portland, OR 97214",97214.0
499900.0,3.0,2.5,2112.0,"6131 SW Luradel St, Portland, OR 97219",97219.0
1350000.0,3.0,2.5,2377.0,"1968 SW Terrace Dr, Portland, OR 97201",97201.0
310000.0,2.0,1.5,1120.0,"4880 SW Scholls Ferry Rd Apt 3, Portland, OR 97225",97225.0
1295000.0,6.0,4.5,3300.0,"3523 NE 20th Ave, Portland, OR 97212",97212.0
549900.0,2.0,2.0,1010.0,"2165 NW Everett St, Portland, OR 97210",97210.0
1995000.0,3.0,2.5,3455.0,"5450 SW 87th Ave, Portland, OR 97225",97225.0
399999.0,2.0,1.0,1252.0,"4525 NE Wygant St, Portland, OR 97218",97218.0
475000.0,3.0,2.0,1760.0,"6835 SE 144th Ave, Portland, OR 97236",97236.0
795000.0,2.0,2.5,2095.0,"2537 NW Mildred St, Portland, OR 97210",97210.0
339777.0,1.0,1.5,7247.0,"81 N Hayden Bay Dr Unit BLD-D, Portland, OR 97217",97217.0
2150000.0,3.0,3.5,3814.0,"1414 SW 3rd Ave Apt 3001, Portland, OR 97201",97201.0
300000.0,2.0,1.0,7047.0,"8316 SE 74th Ave, Portland, OR 97206",97206.0
675000.0,3.0,2.0,2062.0,"3327 SW 12th Ave, Portland, OR 97239",97239.0
468900.0,2.0,2.0,1206.0,"1710 S Harbor Way Unit 304, Portland, OR 97201",97201.0
